title,id,stage,creation,creator,activity,actor,nosy,type,components,versions,dependencies,assignee,keywords,priority,status,resolution,nosy_count,message_count
test_ssl: test_pha_required_nocert() emits a ResourceWarning,37322,4,2019-06-17.20:35:34,2377,2019-07-09.12:55:13,27838,"['2377', '27838']",None,['12'],['23'],[],None,['2'],4,1,None,2.0,8.0
decouple unittest assertions from the TestCase class,19645,None,2013-11-18.14:38:14,18591,2019-07-10.01:01:52,3924,"['1309', '3924', '7641', '9459', '9663', '9716', '13355', '14751', '15623', '18591']",6,['12'],['23'],[],None,[],4,1,None,10.0,18.0
add ptpython to list of alternate interpreters,37480,4,2019-07-02.03:03:56,31695,2019-07-10.01:19:16,31695,"['155', '12260', '31695']",6,['4'],['23'],[],12260,['2'],4,1,None,3.0,3.0
Client SSLSocket with select.select() always returns readable with OpenSSL 1.1.1,37535,None,2019-07-10.03:57:44,31781,2019-07-10.03:57:44,31781,"['3108', '31781']",5,['33'],"['14', '20', '21']",[],3108,[],4,1,None,2.0,1.0
Timestamp conversion on windows fails with timestamps close to EPOCH,37527,None,2019-07-09.10:32:25,31767,2019-07-10.04:14:41,28746,"['301', '1427', '3951', '15272', '15467', '16632', '19314', '24221', '24890', '31767']",5,['15'],"['21', '22', '23']",[],None,[],4,1,None,10.0,2.0
Improve error messages for Windows reserved file names,37517,None,2019-07-07.00:00:34,9511,2019-07-10.08:38:13,16413,"['301', '3951', '9511', '10753', '15467', '16413', '16632', '31725']",6,['15'],['22'],[],None,['19'],4,1,None,8.0,4.0
Calling code cleanup after PEP 590,37151,4,2019-06-04.14:40:44,16197,2019-07-10.12:03:43,16197,"['9942', '10371', '13034', '16197', '31502', '31514']",6,['8'],['23'],[],None,['2'],4,1,None,6.0,7.0
Decimal divisions sometimes 10x or 100x too large,37168,None,2019-06-05.22:05:21,31485,2019-07-10.15:58:02,31793,"['6', '114', '204', '1118', '2377', '11089', '31176', '31485', '31793']",None,['8'],['14'],[],None,[],4,1,None,9.0,17.0
CheckCommitCursorReset regression sqlite3 test fails with old sqlite3,37539,None,2019-07-10.07:45:49,5290,2019-07-10.17:14:41,28746,"['5290', '14674']",None,['9'],"['14', '22', '23']",[],None,[],4,1,None,2.0,1.0
Compute allocated blocks in _Py_GetAllocatedBlocks(),37537,None,2019-07-10.06:27:59,83,2019-07-10.19:04:38,83,"['6', '83']",None,['8'],[],[],None,['2'],4,1,None,2.0,3.0
Convoy effect with I/O bound threads and New GIL,7946,None,2010-02-16.20:48:43,11758,2019-07-10.22:50:02,252,"['8', '9', '43', '252', '415', '1309', '2040', '2153', '2377', '2597', '2731', '2799', '4237', '4555', '5277', '5475', '5587', '5874', '6419', '7306', '7641', '8972', '9612', '9915', '9982', '10080', '10353', '10377', '11184', '11298', '11519', '11572', '11738', '11758', '11863', '11917', '12101', '12118', '12146', '12161', '12283', '12399', '14410', '14846', '19347']",7,['8'],['23'],[],None,['2'],4,1,None,45.0,88.0
